model_id,edge_index,observed_grade,stored_continuity,max_c0_model_units,max_g1_angle_deg,max_g2_curvature_gap,label_source,design_intent_known
0004__00046687__STEP__Part12,20,G0_only,0,1.102293822637741e-09,72.5018171368566,0.5941839334793197,computed from source STEP with OCCT 7.9,False
0004__00046687__STEP__Part12,21,G0_fail,0,3.449563310098116e-07,85.82371620751766,0.3338805218461407,computed from source STEP with OCCT 7.9,False
0004__00046687__STEP__Part12,22,G0_only,0,5.946095287420082e-10,86.16569085332164,0.4798496360963379,computed from source STEP with OCCT 7.9,False
0004__00046687__STEP__Part12,23,G0_only,0,3.459581108940555e-10,75.64114974859177,0.5941839334793197,computed from source STEP with OCCT 7.9,False
0004__00046687__STEP__Part12,24,G0_only,0,2.4103473845218273e-07,83.89798475001511,0.38146646132793627,computed from source STEP with OCCT 7.9,False
0004__00046687__STEP__Part12,25,G0_only,0,5.644466493730014e-10,77.77047910363217,0.5075321098470698,computed from source STEP with OCCT 7.9,False
0004__00046687__STEP__Part12,26,G0_only,0,8.308342698584426e-11,85.10293679276408,0.5941839334793197,computed from source STEP with OCCT 7.9,False
0004__00046687__STEP__Part12,27,G0_only,0,8.385087019576208e-10,85.87577077364367,0.5941839334793197,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,1,G0_only,0,1.2420665938615293e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,2,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,3,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,4,G0_only,0,1.1102230246251565e-16,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,5,G0_only,0,1.1102925008078681e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,6,G0_only,0,1.1102925008078681e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,7,G0_only,0,1.2420665938615293e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,8,G0_only,0,1.1444591015522045e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,9,G0_only,0,2.0853703913470978e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,10,G0_only,0,8.494525220691892e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,11,G0_only,0,5.005248902029742e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,12,G0_only,0,6.207578125322354e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,13,G0_only,0,8.494525220691892e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,14,G0_only,0,5.552504516381021e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,15,G0_only,0,1.1444591015522045e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,16,G0_only,0,1.1102230246251565e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,17,G0_only,0,1.1443916996305594e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,18,G0_only,0,5.551115123125783e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,19,G0_only,0,8.403227314632389e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,20,G0_only,0,6.206335383118183e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,21,G0_only,0,5.003707553108401e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,22,G0_only,0,8.403227314632389e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,23,G0_only,0,2.0816681711721685e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,24,G0_only,0,1.1443916996305594e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,25,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,26,G0_only,0,1.1102230246251565e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,27,G0_only,0,1.1115719705296557e-16,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,28,G0_only,0,1.4918572553439338e-17,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,29,G0_only,0,5.474560493182068e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,30,G0_only,0,5.474560493182068e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,31,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,32,G0_only,0,1.3877787807814457e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,33,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,34,G0_only,0,1.3877787807814457e-17,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,35,G0_only,0,0.0,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0004__00047333__STEP__Part1,36,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00048284__STEP__Part5,1,G0_only,0,4.40608288987143e-15,90.0,64.42857143757134,computed from source STEP with OCCT 7.9,False
0004__00048284__STEP__Part5,2,G0_only,0,3.774758283725532e-15,90.0,41.00000000571376,computed from source STEP with OCCT 7.9,False
0004__00048284__STEP__Part5,3,G0_only,0,4.40608288987143e-15,90.0,64.42857143757134,computed from source STEP with OCCT 7.9,False
0004__00048284__STEP__Part5,4,G0_only,0,3.774758283725532e-15,90.0,41.00000000571376,computed from source STEP with OCCT 7.9,False
0004__00049157__STEP__Part8,1,G0_only,0,1.1857187100668868e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00049157__STEP__Part8,2,G0_only,0,1.8346289827565969e-16,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0004__00049157__STEP__Part8,3,G0_only,0,9.488554076618307e-13,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00049157__STEP__Part8,4,G0_only,0,2.7987842766683384e-16,89.99999999999994,0.0,computed from source STEP with OCCT 7.9,False
0004__00049157__STEP__Part8,5,G0_only,0,4.467620291560354e-13,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00049157__STEP__Part8,6,G0_only,0,2.482534153247273e-16,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0004__00049157__STEP__Part8,7,G0_only,0,3.573765245804002e-13,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00049157__STEP__Part8,8,G0_only,0,7.070518875463261e-13,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00049157__STEP__Part8,9,G0_only,0,6.325293121097059e-13,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00049157__STEP__Part8,10,G0_only,0,2.7194799110210365e-16,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0004__00049157__STEP__Part8,11,G0_only,0,1.2412670766236366e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0004__00049157__STEP__Part8,12,G0_only,0,9.48785198672681e-13,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00052985__STEP__Part23,1,G0_only,0,6.938893903907228e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00052985__STEP__Part23,2,G0_only,0,6.522881641794076e-13,89.99999999999166,1.142857148572735,computed from source STEP with OCCT 7.9,False
0005__00052985__STEP__Part23,3,G0_only,0,1.8050624898520394e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00052985__STEP__Part23,4,G0_only,0,9.945883951840003e-14,89.99999999999166,1.0000000050000002,computed from source STEP with OCCT 7.9,False
0005__00052985__STEP__Part23,5,G0_only,0,9.043736745172487e-14,90.0,1.1428571485727352,computed from source STEP with OCCT 7.9,False
0005__00052985__STEP__Part23,6,G0_only,0,5.020366194284375e-13,89.99999999999409,1.1428571485727348,computed from source STEP with OCCT 7.9,False
0005__00052985__STEP__Part23,7,G0_only,0,3.2294438809841917e-13,90.0,1.1428571485727352,computed from source STEP with OCCT 7.9,False
0005__00052985__STEP__Part23,8,G0_only,0,6.938893903907228e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00052985__STEP__Part23,9,G0_only,0,5.173643017334457e-14,89.99999999999409,1.000000005,computed from source STEP with OCCT 7.9,False
0005__00052985__STEP__Part23,10,G0_only,0,1.8050624898520394e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00052985__STEP__Part23,11,G0_only,0,3.2680482486706463e-13,90.0,1.0000000050000002,computed from source STEP with OCCT 7.9,False
0005__00052985__STEP__Part23,12,G0_only,0,1.0337907517350253e-13,90.0,1.0000000050000002,computed from source STEP with OCCT 7.9,False
0005__00053293__STEP__Part16,1,G0_fail,0,5.161236600180297e-07,74.66922337701259,17.480867947935707,computed from source STEP with OCCT 7.9,False
0005__00053293__STEP__Part16,3,G0_only,0,7.102310621833645e-08,74.66890290689481,17.48086794793571,computed from source STEP with OCCT 7.9,False
0005__00053293__STEP__Part16,4,G0_only,0,7.102307418199356e-08,74.66890290687206,17.48086794793571,computed from source STEP with OCCT 7.9,False
0005__00053293__STEP__Part16,5,G0_only,0,7.37826348858731e-08,74.6689045031566,17.48086794793571,computed from source STEP with OCCT 7.9,False
0005__00053293__STEP__Part16,6,G0_only,0,7.378266925812668e-08,74.66890450317982,17.48086794793571,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,1,G0_only,0,5.551115123125783e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,2,G0_only,0,1.1000229906511267e-13,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,3,G0_only,0,1.1000229906511267e-13,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,4,G0_only,0,1.1000229906511267e-13,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,5,G0_only,0,1.254672362526767e-11,90.0,1757.531108333049,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,6,G1_only,1,2.5230541512326295e-13,4.5109018269636054e-08,1757.5311083330487,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,7,G0_only,0,1.2547202072810703e-11,90.0,1757.531108333049,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,8,G1_only,1,1.4667817541108157e-13,2.3151599213473613e-11,1757.5311083330487,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,9,G0_only,0,7.850462293418876e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,10,G0_only,0,7.850462293418876e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,11,G0_only,0,1.2535127581708458e-11,90.0,1757.5311083330491,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,12,G0_only,0,5.551115123125783e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,13,G0_only,0,1.2659934148484297e-11,90.0,1757.531108333049,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,14,G0_only,0,7.850462293418876e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,15,G0_only,0,5.551115123125783e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,16,G0_only,0,1.0000333909718023e-12,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,17,G0_only,0,5.551115123125783e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,18,G0_only,0,7.850462293418876e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,19,G0_only,0,5.551115123125783e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,20,G0_only,0,7.850462293418876e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,21,G0_only,0,1.0999536017209234e-13,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,22,G0_only,0,7.850462293418876e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,23,G0_only,0,1.2000124401357217e-13,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,24,G0_only,0,1.0000333909718023e-12,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,25,G0_only,0,5.551115123125783e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,26,G0_only,0,7.850462293418876e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,27,G0_only,0,1.26595000299141e-11,90.0,1757.531108333049,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,28,G0_only,0,1.2000124401357217e-13,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,29,G0_only,0,1.2535628613825837e-11,90.0,1757.5311083330491,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,30,G0_only,0,7.850462293418876e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,31,G1_only,1,2.676910193864979e-13,4.510306427127236e-08,1757.5311083330487,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,32,G1_only,1,2.4983733478344345e-13,4.51603651444136e-08,1757.5311083330487,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,33,G0_only,0,5.551115123125783e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,34,G0_only,0,5.551115123125783e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,35,G0_only,0,1.2000124401357217e-13,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,36,G0_only,0,1.0999536017209234e-13,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,37,G1_only,1,2.743972342902138e-13,4.5109018269636054e-08,1757.5311083330487,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,38,G0_only,0,1.0000333894311098e-12,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054276__STEP__Part270,39,G1_only,1,7.778012399952027e-13,5.368776302310416e-12,1757.5311083330487,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,1,G0_only,0,1.1102230246251565e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,2,G0_only,0,1.1102230246251565e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,3,G0_only,0,1.1102230246251565e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,4,G0_only,0,1.1102230246251565e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,5,G0_only,0,8.619213318242708e-10,87.8187824011474,39.78970492236232,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,6,G1_only,1,2.0218104399192314e-13,5.925045571598728e-12,54.00000000787471,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,7,G0_only,0,8.619214888336753e-10,87.81878240114612,39.789704922360016,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,8,G1_only,1,5.000446131731781e-13,5.597776239274428e-13,54.00000000787471,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,9,G0_only,0,4.041684095204959e-10,80.82758979250109,30.94213014550714,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,10,G1_only,1,3.4826043984594195e-13,3.9438878050147605e-11,54.00000000787472,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,11,G0_only,0,4.0418333857099445e-10,80.8275897924923,30.942130145498353,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,12,G1_only,1,1.806731397311196e-13,2.3751071161298326e-11,54.00000000787471,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,13,G1_only,1,4.859143129749656e-13,1.1857107852495991e-11,54.00000000787471,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,14,G0_only,0,1.249917149366421e-12,89.57452645725027,54.00000000787473,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,15,G1_only,1,6.34937287566436e-13,5.925045571598728e-12,54.00000000787471,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,16,G1_only,1,5.131462015202881e-13,5.925045571598728e-12,54.00000000787471,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,17,G0_only,0,1.249722034916173e-12,89.57452645724884,54.000000007874725,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,18,G1_only,1,1.7196969625874025e-13,1.1850091143197456e-11,54.00000000787471,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,19,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,20,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,21,G0_only,0,7.775105643240645e-14,89.99999999999999,1.687500000246586,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,22,G1_only,1,7.56414298029994e-13,3.9437287772806877e-11,1.6875000002465859,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,23,G0_only,0,7.77678589013726e-14,89.99999999999999,1.687500000246586,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,24,G1_only,1,4.1679612663338524e-13,1.776021734129228e-11,1.6875000002465859,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,25,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,26,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,27,G0_only,0,1.1103585416259206e-16,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0005__00054852__STEP__Part2,28,G0_only,0,3.1469089530878446e-14,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,1,G0_only,0,1.231653667943533e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,2,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,3,G0_only,0,1.2291427027744976e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,4,G0_only,0,8.68299719444008e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,5,G0_only,0,4.6956501920909207e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,6,G0_only,0,1.2536699963722885e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,7,G0_only,0,1.969528936170506e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,8,G0_only,0,1.2449444872540917e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,9,G0_only,0,3.469446951953614e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,10,G0_only,0,1.0408340855860843e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,11,G0_only,0,3.469446951953614e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,12,G0_only,0,1.0614466625631893e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,13,G0_only,0,3.469446951953614e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,14,G0_only,0,1.162927710029519e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,15,G0_only,0,1.2261853536838222e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,16,G0_only,0,1.0432145449189136e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,17,G0_only,0,1.1671614124655638e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,18,G0_only,0,1.0525343108515168e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,19,G0_only,0,1.1671614124655638e-16,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,20,G0_only,0,1.7677951882575034e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,21,G0_only,0,2.0816681711721685e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,22,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,23,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00055384__STEP__Part1,24,G0_only,0,2.0816681711721685e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00057395__STEP__Part4,1,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00057395__STEP__Part4,2,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00057395__STEP__Part4,3,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00057395__STEP__Part4,4,G0_only,0,0.0,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0005__00057395__STEP__Part4,5,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00057395__STEP__Part4,6,G1_only,1,1.517001421955132e-11,1.774969227734448e-11,8.848990759797665,computed from source STEP with OCCT 7.9,False
0005__00057395__STEP__Part4,7,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00057395__STEP__Part4,8,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00057395__STEP__Part4,9,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00057395__STEP__Part4,10,G1_only,1,5.502416546728843e-13,1.7742675568045943e-11,9.586003333871014,computed from source STEP with OCCT 7.9,False
0005__00057395__STEP__Part4,11,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00057395__STEP__Part4,12,G0_only,0,5.504276789322448e-13,89.9999999999763,9.586003333871014,computed from source STEP with OCCT 7.9,False
0005__00057395__STEP__Part4,13,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0005__00057395__STEP__Part4,14,G0_only,0,1.6359106334237723e-11,89.99068843742646,8.848990759797665,computed from source STEP with OCCT 7.9,False
0005__00057395__STEP__Part4,15,G0_only,0,3.460701805837979e-14,90.0,9.586003333871012,computed from source STEP with OCCT 7.9,False
0005__00057395__STEP__Part4,16,G0_only,0,4.84849795394455e-13,90.0,9.586003333871012,computed from source STEP with OCCT 7.9,False
0005__00057395__STEP__Part4,17,G0_only,0,4.839320431497365e-13,90.0,8.848990759797667,computed from source STEP with OCCT 7.9,False
0005__00057395__STEP__Part4,18,G0_only,0,1.7565420345854123e-14,90.0,8.848990759797667,computed from source STEP with OCCT 7.9,False
0005__00057440__STEP__Part138,1,G0_only,0,7.523632242769939e-13,45.000000000146215,66.23035424495073,computed from source STEP with OCCT 7.9,False
0005__00057440__STEP__Part138,3,G0_only,0,4.238711266077506e-13,45.000000000146215,66.23035424496334,computed from source STEP with OCCT 7.9,False
0005__00057440__STEP__Part138,5,G0_only,0,1.061188424179096e-12,44.9999999998538,107.48290683601857,computed from source STEP with OCCT 7.9,False
0005__00057440__STEP__Part138,7,G0_only,0,1.0711152157615318e-12,44.9999999998538,107.48290683611202,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,1,G0_only,0,1.734723475976807e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,2,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,3,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,4,G0_only,0,6.731199314273935e-17,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,5,G0_only,0,2.2618026913899002e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,6,G0_only,0,2.6388917575408613e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,7,G0_only,0,2.2551405187698492e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,8,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,9,G0_only,0,3.491063653003978e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,10,G0_only,0,3.4867510341210807e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,11,G0_only,0,4.9065389333867974e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,12,G0_only,0,1.4304896245381992e-17,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,13,G0_only,0,2.0888836804026048e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,14,G0_only,0,1.0408340855860843e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,15,G0_only,0,1.3877787807814457e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,16,G0_only,0,1.734723475976807e-17,89.99999999999999,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,17,G0_only,0,4.166948782366562e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,18,G0_only,0,4.163336342344337e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,19,G0_only,0,0.0,90.0,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,20,G0_only,0,1.4879154200890228e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,21,G0_only,0,3.5369729985193076e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,22,G0_only,0,2.7809732887839817e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,23,G0_only,0,2.7755575615628914e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,24,G0_only,0,4.563344992840996e-17,90.0,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,25,G0_only,0,9.120654356989535e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
0006__00060113__STEP__Part3,26,G0_only,0,9.813077866773595e-18,90.0,0.0,computed from source STEP with OCCT 7.9,False
